record_id,source_title,source_url_or_ref,author_name,source_language,source_type,published_at,trip_time_start,trip_time_end,trip_style,summary_zh,item_name_raw,item_name_zh,item_name_en,category,status_recommend,container_recommend,quantity_recommend,brand_raw,brand_normalized,reason_raw,source_quote_or_timecode,confidence_item,record_status
PKH-ROAD-011,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Anatomie Skyler Travel Pant,,Anatomie Skyler Travel Pant,clothing,to_pack,undecided,,Anatomie Skyler Travel,,"These pants offer great versatility. They’re comfortable and lightweight enough to wear on driving days, breathable enough to wear on trails, and polished enough to wear to happy hour. We also like that they’re wrinkle-resistant, so you can crumple them up and toss them in your duffle without worrying how they’ll fare. The only downside is that the pockets aren’t as usable as we would like.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/anatomie/skyler-travel-pant/),3,draft
PKH-ROAD-012,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Encircled Women’s Dressy Sweatpant,,Encircled Women’s Dressy Sweatpant,clothing,to_pack,undecided,,Encircled Women,,"All you need to know about the Encircled Dressy Sweatpant is in the name. These sweats are oh-so-soft and stretchy—perfect for long drives—yet dressy enough you can step out of your car without being embarrassed. They’re also relatively thin, so you’re not likely to get overheated, and feature a secret zippered pocket that’s actually hard to spot (unlike other “secret” pockets out there). So we guess it’s not all in the name, after all.",来源章节: Clothing & Accessories | [See Review & Buying Options](https://www.packhacker.com/travel-gear/encircled/womens-dressy-sweatpant/),3,draft
PKH-ROAD-013,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,lululemon Hotty Hot Short II,,lululemon Hotty Hot Short II,clothing,to_pack,undecided,,lululemon Hotty Hot,,"Breathable and short (without looking excessively short), these lululemon shorts are great for hot days exploring the city, hiking up a mountain, or getting your exercise on. We like that they have two pockets—one zippered, one stash—for extra cash or cards. Plus, they’re available in a range of colors, so you can (hopefully) find one that you like.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/lululemon/hotty-hot-short-ii/),3,draft
PKH-ROAD-014,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Icebreaker 175 Everyday Short Sleeve Crewe,,Icebreaker 175 Everyday Short Sleeve Crewe,clothing,to_pack,undecided,,Icebreaker 175 Everyday,,"The odor-resistant, temperature-regulating, and moisture-wicking properties of this Merino wool t-shirt are a must for long days in the car or out exploring—plus it’s nice enough you can get away with wearing it out to dinner. It’s wrinkle-resistant too, so you can pull it out of your duffle, throw it on, and look sharp. Need we say more?",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/icebreaker/175-everyday-short-sleeve-crewe/) | [$59.78 on Amazon](https://www.amazon.com/dp/B078W6TFV9?tag=23ph-20&linkCode=ogi&th=1&psc=1) [$58.02 on Amazon](https://www.amazon.com/dp/B078WG96BZ?tag=23ph-20&linkCode=ogi&th=1&psc=1),3,draft
PKH-ROAD-015,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Patagonia Women’s Capilene Cool Trail Tank Top,,Patagonia Women’s Capilene Cool Trail Tank Top,clothing,to_pack,undecided,,Patagonia Women,,"This tank is quick-drying, so you don’t have to sit in discomfort after spilling your water bottle all over yourself when driving over a pothole. Plus, it’s moisture-wicking and has solid odor control. As its name suggests, it’s best for active days on the trails, but all of those aforementioned features mean it's great for driving days too. You can also rock it in the city if you’re going for a sporty look. NOTE: Patagonia is in the process of updating the Capilene line to provide 50+ UPF prote",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/patagonia/womens-capilene-cool-trail-tank-top/),3,draft
PKH-ROAD-016,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Patagonia Women’s Fleetwith Romper,,Patagonia Women’s Fleetwith Romper,clothing,to_pack,undecided,,Patagonia Women,,"Perfect for those days when you can’t be bothered to wear separates, this romper is soft, stretchy, and comfortable. It has also been treated with a durable water repellent (DWR) to repel moisture. The small details—like the crisscrossed straps on the back, scalloped hem, and draped waist elevate the romper’s look and make it easy to dress it up. So, you can wear it both on a lazy day at the campground and a night out on the town.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/patagonia/womens-fleetwith-romper/) | [View on Patagonia](https://patagonia.pxf.io/GmN91E) [View on Backcountry](https://backcountry.tnu8.net/c/381569/358742/5311?tt=el&merchant_id&website_id&u=https%3A%2F%2Fwww.backcountry.com%2Fpatagonia-fleetwith-romper-womens),3,draft
PKH-ROAD-017,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Eleven By Venus Lucky Bralette,,Eleven By Venus Lucky Bralette,clothing,to_pack,undecided,,Eleven By Venus,,"A versatile sports bra that will work for low-impact activities, including hiking, yoga, or a bike tour through the city. You can wear it beneath a tank or on its own. In fact, we think it’s sleek enough that you could get away with wearing it with a jacket and jeans for a night out (of course that depends on your style preferences). It's also double lined for extra support, quick-drying, and has UPF50+ protection.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/eleven-by-venus/lucky-bralette/),3,draft
PKH-ROAD-018,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Breezy Tee Black Boho Headband,,Breezy Tee Black Boho Headband,clothing,to_pack,undecided,,Breezy Tee Black,,"A headband is a versatile tool to have in your arsenal. It can help out a bad hair day, keep your hair out of your face, and elevate an outfit. We’re digging this one as it can be worn in two ways (more versatility!) and has a soft, silky material. Plus, Breezy Tee uses 100% recycled materials in its packaging, which is a huge plus in our books.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/breezy-tee/black-boho-headband/) | [View on Breezy Tee](https://breezytee.com/collections/silk-turban-headbands),3,draft
PKH-ROAD-019,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Patagonia Better Sweater Fleece Jacket,,Patagonia Better Sweater Fleece Jacket,clothing,to_pack,undecided,,Patagonia Better Sweater,,"Perfect for stargazing on chilly nights or when sharing a car with someone who loves to blast the air conditioning, this sweater is the epitome of cozy. It’s soft and warm, yet breathable. You’ll likely never want to take it off. And, of course, being from Patagonia, it’s also made from 100% recycled polyester and is Fair Trade Certified™ sewn.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/patagonia/better-sweater-fleece-jacket/) | [$139.00 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fproduct%2F154144%2Fpatagonia-better-sweater-fleece-jacket-mens) [$139.00 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fproduct%2F153992%2Fpatagonia-better-sweater-fleece-jacket-womens),3,draft
PKH-ROAD-020,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,iOttie iTap Magnetic 2 Air Vent Mount,,iOttie iTap Magnetic 2 Air Vent Mount,electronics,to_pack,undecided,,iOttie iTap Magnetic,,"While you can hit the road without a phone mount, we don’t suggest it. Not only is it more convenient to follow GPS directions with your phone mounted, it’s safer to boot. We’re digging this magnetic mount, which is pretty universal and will work with most smartphones, cases, and GPS devices. Plus, the magnet is super clean compared to other mount styles: no adhesive to stick to (and damage) your dash, no bulkiness, and easy to use one-handed.",来源章节: Productivity & Tech | [See Details & Buying Options](https://www.packhacker.com/travel-gear/iottie/itap-magnetic-2-air-vent-mount/) | [$29.95 on iOttie](https://shareasale.com/r.cfm?b=1969336&u=1595555&m=122343&urllink=www%2Eiottie%2Ecom%2Fproduct%2Fitap%2Dmagnetic%2D2%2Dair%2Dvent%2F&afftrack=) [$24.48 on Amazon](https://www.amazon.com/dp/B07HGDWLNM?tag=23ph-20&linkCode=ogi&th=1&psc=1),3,draft
PKH-ROAD-021,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,JOBY GripTight ONE,,JOBY GripTight ONE,electronics,to_pack,undecided,,JOBY GripTight ONE,,"An excellent tripod to keep your phone steady, so you can take photos or videos of your legendary trip. The flexible legs wrap around a variety of surfaces, allowing you to capture moments you would otherwise miss. Plus, it’s so small, you’ll hardly notice it in your car.",来源章节: Productivity & Tech | [See Details & Buying Options](https://www.packhacker.com/travel-gear/joby/griptight-one/) | [$21.95 on JOBY](https://go.skimresources.com/?id=104287X1560979&xs=1&url=https%3A%2F%2Fjoby.com%2Fglobal%2Fcatalogsearch%2Fresult%2F%2F%3Fq%3Dgriptight%2520one) [$24.99 on Amazon](https://www.amazon.com/dp/B01NGTBA3E?tag=23ph-20&linkCode=ogi&th=1&psc=1),3,draft
PKH-ROAD-022,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Anker PowerDrive Speed+ 2 Car Charger,,Anker PowerDrive Speed+ 2 Car Charger,electronics,to_pack,undecided,,Anker PowerDrive Speed,,"We probably don’t need to convince you that a USB car adapter is a useful tool to have on the road. We like this one since it’s small and has two outlets, so you don’t have to fight over who needs to charge their phone the most…Unless there are more than two of you in the car. In which case, may we suggest rock-paper-scissors?",来源章节: Productivity & Tech | [See Details & Buying Options](https://www.packhacker.com/travel-gear/anker/powerdrive-speed-2-car-charger/),3,draft
PKH-ROAD-023,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Anker PowerLine III Flow (x3),,Anker PowerLine III Flow (x3),electronics,to_pack,undecided,3,Anker PowerLine III,,"You need a phone cable to go with the car charger—or plug directly into your head unit. Anker is a brand we’ve had good luck with. Three feet is a great size as you don’t want anything too long—all the extra cable will get annoying. Conversely, too short will also be annoying. We like to pack multiple cables, either for sharing with car mates or to keep one in our tech kit and a couple in the car.",来源章节: Productivity & Tech | [See Details & Buying Options](https://www.packhacker.com/travel-gear/anker/powerline-iii-flow/) | [$16.99 on Amazon](https://www.amazon.com/dp/B08H87VZJ9?tag=23ph-20&linkCode=ogi&th=1&psc=1) [$24.99 on Anker](https://click.linksynergy.com/deeplink?id=bn/GMNT0XSM&mid=43469&murl=https%3A%2F%2Fus.anker.com%2Fpages%2Fpowerlineiiiflow),3,draft
PKH-ROAD-024,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,WANDRD The Travel Journal,,WANDRD The Travel Journal,electronics,to_pack,undecided,,WANDRD The Travel,,"If you’re the type of person who likes to put pen to paper, you’ll likely love this travel journal. It helps you plan your trip—with spots to jot down research, keep track of reservations, and budget. Plus, there’s a travel log to memorialize your epic adventures. There’s enough space inside for twelve (!) dedicated trips.",来源章节: Productivity & Tech | [See Details & Buying Options](https://www.packhacker.com/travel-gear/wandrd/the-travel-journal/),3,draft
PKH-ROAD-025,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Black Diamond Astro 300-R Headlamp,,Black Diamond Astro 300-R Headlamp,electronics,to_pack,undecided,,Black Diamond Astro,,"A headlamp is essential for camping and hiking—unless you have special night-vision magical powers, of course. But it’s also nice-to-have in other situations (say if you want to stay up reading all night, but your roommate wants lights out). We like that this one has a variety of brightness settings, an option for red light, and a “memory” that lets you turn on your chosen brightness without cycling through all the options. Plus—it’s highly water-resistant (rated Rated IPX4), so you don’t have t",来源章节: Productivity & Tech | [See Details & Buying Options](https://www.packhacker.com/travel-gear/black-diamond/astro-300-r-headlamp/),3,draft
PKH-ROAD-026,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Bagby Silent Digital-Free Alarm Clock,,Bagby Silent Digital-Free Alarm Clock,electronics,to_pack,undecided,,Bagby Silent Digital-Free,,"A dedicated alarm clock is a weird and specific thing to pack, we know. But you don’t want to leave your phone on at night—say if you’re camping or sleeping in your car—because it will kill the battery (or drain your battery bank). This is a solid workaround. It’s small, somewhat durable, and totally silent (as in you won’t hear it tick, not that the alarm itself is silent).",来源章节: Productivity & Tech | [See Details & Buying Options](https://www.packhacker.com/travel-gear/bagby/silent-digital-free-alarm-clock/),3,draft
PKH-ROAD-027,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,BESTEK 300W Power Inverter,,BESTEK 300W Power Inverter,electronics,to_pack,undecided,,BESTEK 300W Power,,"There are lots of power inverters on the market, but we’re digging this middle of the road option. It has decent wattage—it will charge most things that need charging (laptop, e-reader, phone)—but isn’t overkill. The two outlets and two USB ports are helpful to have, plus there’s a built-in fuse for safety. It’s also relatively compact, so it won’t take up too much space in your car.",来源章节: Productivity & Tech | [See Details & Buying Options](https://www.packhacker.com/travel-gear/bestek/300w-power-inverter/),3,draft
PKH-ROAD-028,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Fulton & Roark Solid Cologne,,Fulton & Roark Solid Cologne,toiletries,to_pack,undecided,,Fulton & Roark,,"Cologne won’t completely mask your haven’t-taken-a-shower-in-a-week odor, but it will help. Fulton & Roark offers several scents to choose from, so you should be able to find a fragrance that suits you. (Check out the full review for our team’s favorite scents.) And, because it’s solid, you don’t have to worry about spills.",来源章节: Toiletries & Personal Care | [See Review & Buying Options](https://www.packhacker.com/travel-gear/fulton-roark/solid-cologne-2/) | [$60.00 on Fulton & Roark](https://fultonandroark.com/collections/solid-fragrances) [View on Amazon](https://www.amazon.com/stores/FultonRoark/FultonRoark/page/4CAD2AE8-5947-4349-A64F-450A8CABE165?ie=UTF8&linkCode=ll2&tag=irfbggearultralightbackpackinggear-20&linkId=db91372ae56be42816a4542ea9f3a433&language=en_US&ref_=as_li_ss_tl),3,draft
PKH-ROAD-029,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Blossom Menstrual Cup,,Blossom Menstrual Cup,toiletries,to_pack,undecided,,Blossom Menstrual Cup,,"If you haven’t used a menstrual cup before, it may take some time to get used to (we suggest trying it out before your road trip). But, once you get used to it, it’s amazing to have on the road. You can use it for up to 12 consecutive hours, so you don’t have to clean it at questionable rest stops. Plus, the Blossom Cup doesn’t use any harmful rubber or plastics and comes in at a super affordable price point.",来源章节: Toiletries & Personal Care | [See Details & Buying Options](https://www.packhacker.com/travel-gear/blossom/menstrual-cup-2/),3,draft
PKH-ROAD-030,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Lush Solid Perfume,,Lush Solid Perfume,toiletries,to_pack,undecided,,Lush Solid Perfume,,"Perfect for those days you want to smell extra nice (or when your deodorant needs some help in masking your haven’t-taken-a-shower-in-a-week odor). Lush offers several different fragrances, so you should be able to find a smell that works for you. Plus, it’s solid, so you don’t have to worry about spills.",来源章节: Toiletries & Personal Care | [See Details & Buying Options](https://www.packhacker.com/travel-gear/lush/solid-perfume/),3,draft
PKH-ROAD-031,Road Trip Packing List,https://www.packhacker.com/packing-list/road-trip-essentials/,Pack Hacker,en,article,,,,road trip / car travel / mixed activities,以公路旅行为主，兼顾车内收纳、途中活动与多天气适配。,Gravel Explorer PLUS Toiletry Bag,,Gravel Explorer PLUS Toiletry Bag,toiletries,to_pack,undecided,,Gravel Explorer PLUS,,"We like this Dopp kit for a couple of reasons. 1) It hangs up, which is an important feature for showering at gyms or campsites, and 2) It has a highly water-resistant pouch that you can take out of the kit and into the shower without worrying about it taking forever to dry. Note that there is a ton of organization inside of this bag, which may be right up your alley or feel limiting, depending on your travel style.",来源章节: Toiletries & Personal Care | [See Review & Buying Options](https://www.packhacker.com/travel-gear/gravel/explorer-plus-toiletry-bag/) | [lock Pro Members get up to 15% off Gravel](https://www.packhacker.com/pro/),3,draft
