record_id,source_title,source_url_or_ref,author_name,source_language,source_type,published_at,trip_time_start,trip_time_end,trip_style,summary_zh,item_name_raw,item_name_zh,item_name_en,category,status_recommend,container_recommend,quantity_recommend,brand_raw,brand_normalized,reason_raw,source_quote_or_timecode,confidence_item,record_status
PKH-HOSTEL-011,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Outdoor Research Ferrosi Shorts,,Outdoor Research Ferrosi Shorts,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-012,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Columbia Men’s PFG Backcast III Water Shorts,,Columbia Men’s PFG Backcast III Water Shorts,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-013,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Baleaf Lightweight Jogger Pants,,Baleaf Lightweight Jogger Pants,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-014,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Outdoor Research Ferrosi Pants,,Outdoor Research Ferrosi Pants,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-015,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Columbia Men’s Rapid Rivers Pants,,Columbia Men’s Rapid Rivers Pants,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-016,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,FINETOO Seamless Hipster Underwear,,FINETOO Seamless Hipster Underwear,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-017,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Parade Re:Play New Triangle Bralette (x2),,Parade Re:Play New Triangle Bralette (x2),clothing,to_pack,undecided,2,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-018,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Brooks Drive 3 Pocket Run Bra,,Brooks Drive 3 Pocket Run Bra,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-019,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Saucony Performance Comfort Fit No-Show Socks (x3),,Saucony Performance Comfort Fit No-Show Socks (x3),footwear,to_pack,undecided,3,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-020,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,prAna Everyday Tank,,prAna Everyday Tank,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-021,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Madewell Softfade Cotton Lakeshore Crop Tee,,Madewell Softfade Cotton Lakeshore Crop Tee,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-022,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Gap Organic Cotton Vintage Crewneck T-Shirt,,Gap Organic Cotton Vintage Crewneck T-Shirt,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-023,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Quince Flowknit Ultra-Soft Performance Tee (x2),,Quince Flowknit Ultra-Soft Performance Tee (x2),clothing,to_pack,undecided,2,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-024,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Coolibar Sanibel Everyday Beach Shawl,,Coolibar Sanibel Everyday Beach Shawl,accessories,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-025,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Pact Airplane Wrap Cardigan,,Pact Airplane Wrap Cardigan,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-026,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Levi's Women’s Mid Length Shorts,,Levi's Women’s Mid Length Shorts,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-027,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Athleta Salutation High Rise Jogger,,Athleta Salutation High Rise Jogger,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-028,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Pact On the Go-To Legging,,Pact On the Go-To Legging,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-029,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Aerie Bathing Suit,,Aerie Bathing Suit,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-030,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Quince Tencel Jersey Fit & Flare Dress,,Quince Tencel Jersey Fit & Flare Dress,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-031,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Standard Pajamas,,Standard Pajamas,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-032,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Quechua Waterproof Hiking Jacket Raincut Half-Zip,,Quechua Waterproof Hiking Jacket Raincut Half-Zip,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-033,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Carhartt Knit Cuffed Beanie,,Carhartt Knit Cuffed Beanie,accessories,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-034,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Gravel Travelers Hat,,Gravel Travelers Hat,accessories,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-035,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,lululemon Fast and Free Running Hat,,lululemon Fast and Free Running Hat,accessories,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-036,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Smartwool Liner Gloves,,Smartwool Liner Gloves,accessories,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-037,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Buff USA Coolnet UV+,,Buff USA Coolnet UV+,clothing,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-038,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,goodr A Ginger’s Soul Sunglasses,,goodr A Ginger’s Soul Sunglasses,accessories,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-039,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Merrell Nova 4,,Merrell Nova 4,footwear,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-040,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Havaianas Flip Flops,,Havaianas Flip Flops,footwear,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-041,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Teva TirraTraveler Flip-Flop,,Teva TirraTraveler Flip-Flop,footwear,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-042,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Vessi Cityscape,,Vessi Cityscape,footwear,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-043,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Osprey Ultralight Packing Cube Set,,Osprey Ultralight Packing Cube Set,bags,to_pack,undecided,,,,来源章节: Clothing & Accessories,web line extracted,3,draft
PKH-HOSTEL-044,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Amazon Kindle Paperwhite,,Amazon Kindle Paperwhite,electronics,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-045,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,OneAdaptr OneWorld PD,,OneAdaptr OneWorld PD,electronics,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-046,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Belkin Braided USB-C to Lightning Cable,,Belkin Braided USB-C to Lightning Cable,electronics,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-047,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Anker PowerLine II 3-in-1 Cable,,Anker PowerLine II 3-in-1 Cable,electronics,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-048,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Anker 325 Power Bank (PowerCore 20K),,Anker 325 Power Bank (PowerCore 20K),electronics,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-049,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Apple iPhone,,Apple iPhone,electronics,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-050,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Standard Phone Case,,Standard Phone Case,electronics,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-051,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Soundcore Space A40 Noise Cancelling Earbuds,,Soundcore Space A40 Noise Cancelling Earbuds,electronics,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-052,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Pokka Pens Classic Pen,,Pokka Pens Classic Pen,documents,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-053,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Rite in the Rain Top Spiral Notebook (No. 946),,Rite in the Rain Top Spiral Notebook (No. 946),documents,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-054,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,MUZEN Wild Go Bluetooth Speaker,,MUZEN Wild Go Bluetooth Speaker,electronics,to_pack,undecided,,,,来源章节: Productivity & Tech,web line extracted,3,draft
PKH-HOSTEL-055,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Osprey Ultralight Roll Organizer,,Osprey Ultralight Roll Organizer,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-056,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Kent 87T Handmade Folding Pocket Comb,,Kent 87T Handmade Folding Pocket Comb,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-057,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Gillette Sensor 3 Disposable Razor,,Gillette Sensor 3 Disposable Razor,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-058,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,L.L.Bean Personal Organizer Toiletry Bag,,L.L.Bean Personal Organizer Toiletry Bag,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-059,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,URTHEONE Wooden Boar Bristle Hair Brush Mini,,URTHEONE Wooden Boar Bristle Hair Brush Mini,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-060,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Gillette Venus Mini,,Gillette Venus Mini,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-061,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Crystal Mineral Deodorant Stick,,Crystal Mineral Deodorant Stick,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-062,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,GUM Travel Toothbrush,,GUM Travel Toothbrush,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-063,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Standard Travel Toothpaste,,Standard Travel Toothpaste,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-064,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Milani Conceal + Perfect 2-in-1 Foundation + Concealer,,Milani Conceal + Perfect 2-in-1 Foundation + Concealer,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-065,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,"Milani All-Inclusive Eye, Cheek & Face Palette",,"Milani All-Inclusive Eye, Cheek & Face Palette",toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-066,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Maybelline Great Lash Waterproof Mascara,,Maybelline Great Lash Waterproof Mascara,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-067,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,COSHINE Portable ON THE GO Makeup Brush Set,,COSHINE Portable ON THE GO Makeup Brush Set,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-068,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Revlon Precision Stainless Steel Tweezers,,Revlon Precision Stainless Steel Tweezers,first_aid,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-069,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Tweezerman Fingernail Clipper,,Tweezerman Fingernail Clipper,first_aid,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-070,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Chap-Ice Lip Naturals Mini Lip Balm (x2),,Chap-Ice Lip Naturals Mini Lip Balm (x2),first_aid,to_pack,undecided,2,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
