record_id,source_title,source_url_or_ref,author_name,source_language,source_type,published_at,trip_time_start,trip_time_end,trip_style,summary_zh,item_name_raw,item_name_zh,item_name_en,category,status_recommend,container_recommend,quantity_recommend,brand_raw,brand_normalized,reason_raw,source_quote_or_timecode,confidence_item,record_status,source_logo_url
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-011,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Weather/VHF radio (+ local emergency channel list),,Weather/VHF radio (+ local emergency channel list),other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Watch,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-012,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Dry bags (variety of sizes),,Dry bags (variety of sizes),bags,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Watch,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-013,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Paddle leash (optional),,Paddle leash (optional),camping,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Watch,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-014,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Emergency flares or strobe,,Emergency flares or strobe,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Float bags,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-015,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,GPS (loaded with map files),,GPS (loaded with map files),documents,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Float bags,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-016,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,"Two-way radios (1 in lead, 1 in sweep boat)",,"Two-way radios (1 in lead, 1 in sweep boat)",other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Float bags,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-017,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Warm weather/water (>60°F),,Warm weather/water (>60°F),nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Clothing,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-018,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Swimwear or shorts or convertible pants,,Swimwear or shorts or convertible pants,clothing,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Clothing,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-019,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Rashguard top or moisture-wicking T-shirt or long-sleeve shirt,,Rashguard top or moisture-wicking T-shirt or long-sleeve shirt,clothing,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Clothing,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-020,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Cap retainer leash (optional),,Cap retainer leash (optional),other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sun-shielding hat,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-021,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Bandana or buff,,Bandana or buff,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sun-shielding hat,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-022,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Paddling gloves (optional),,Paddling gloves (optional),camping,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sun-shielding hat,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-023,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Fleece jacket or vest (weather dependent),,Fleece jacket or vest (weather dependent),clothing,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sun-shielding hat,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-024,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Spray jacket or rain jacket and pants (weather dependent),,Spray jacket or rain jacket and pants (weather dependent),clothing,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sun-shielding hat,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-025,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Additional clothing for cold weather/water (<60°F),,Additional clothing for cold weather/water (<60°F),nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sun-shielding hat,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-026,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Dry suit or top (very cold water) or wetsuit or top (cold water),,Dry suit or top (very cold water) or wetsuit or top (cold water),nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sun-shielding hat,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-027,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Long underwear (not needed with a wetsuit),,Long underwear (not needed with a wetsuit),clothing,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sun-shielding hat,3,draft,https://www.rei.com/favicon.ico
REI_KAYAK_DAY_TOURING_CHECKLIST-CDP-028,Kayaking Checklist: What to Bring Kayaking,https://www.rei.com/learn/expert-advice/kayak-day-touring-checklist.html,REI Co-op,en,article,,,,kayak / day-touring / flatwater,REI 皮划艇日间巡航清单，覆盖基础艇装与扩展安全装备。,Synthetic or wool socks (to wear under booties),,Synthetic or wool socks (to wear under booties),footwear,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sun-shielding hat,3,draft,https://www.rei.com/favicon.ico
